"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL460702";"BMS-777607";"2";"512.90";"2";"5.19";"10, BMS-777607";"CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1";"IC50";"'>'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL963602";"Inhibition of Kit by Ambit binding assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140952";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL104067";"";"0";"435.53";"0";"4.12";"14";"COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(C(C)C)cc4)CC3)c2cc1OC";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"16.76";"0.31";"3.18";"9.15";"0";"CHEMBL708307";"Inhibition of Mast/stem cell growth factor receptor (c-Kit kinase)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135502";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
"CHEMBL482968";"ENMD-2076";"2";"375.48";"0";"3.17";"14, ENMD-2076";"Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"18.43";"0.34";"3.75";"9.48";"0";"CHEMBL981419";"Inhibition of cKIT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154007";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL347537";"";"0";"430.51";"1";"6.16";"7";"O=C(Nc1cccc(-c2cncc3ccccc23)c1)c1ccccc1NCc1ccncc1";"IC50";"'='";"105.0";"nM";"6.98";"";"";"UO_0000065";"16.21";"0.29";"0.82";"10.43";"0";"CHEMBL708305";"In vitro inhibition of Mast/stem cell growth factor receptor (c-Kit kinase) expressed in baculovirus";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135689";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
"CHEMBL2311806";"";"0";"475.56";"1";"5.65";"2c";"Cc1cc(NC(=O)c2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc(-n2cnc(C)c2)c1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2319218";"Inhibition of human c-Kit V654A mutant using poly[Glu:Tyr] (4:1) peptide substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V654A";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311368";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL941";"IMATINIB";"4";"493.62";"0";"4.59";"SID103905596";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'='";"58.0";"nM";"7.24";"";"";"UO_0000065";"14.66";"0.27";"2.65";"8.39";"1";"CHEMBL990799";"Inhibition of c-kit";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144163";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL2311806";"";"0";"475.56";"1";"5.65";"2c";"Cc1cc(NC(=O)c2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc(-n2cnc(C)c2)c1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2319222";"Inhibition of human c-Kit D816V mutant using poly[Glu:Tyr] (4:1) peptide substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816V";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311368";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL255863";"NILOTINIB";"4";"529.53";"2";"6.36";"1";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1";"IC50";"'>'";"200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2319219";"Inhibition of human c-Kit D816H mutant using poly[Glu:Tyr] (4:1) peptide substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816H";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311368";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL214109";"";"0";"542.71";"2";"5.36";"44";"CON(Cc1ccc(-c2[nH]nc3c2Cc2cc(CN4CCN(C)CC4)ccc2-3)s1)C(=O)Nc1cccc(C)c1";"IC50";"'='";"237.0";"nM";"6.62";"";"";"UO_0000065";"12.21";"0.23";"1.27";"8.63";"0";"CHEMBL869849";"Inhibition of cKit at 1 mM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146863";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL247250";"";"0";"462.44";"0";"3.48";"43";"CNC(=O)Nc1ccc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)cn1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"17.95";"0.35";"4.82";"6.56";"0";"CHEMBL922915";"Inhibition of human recombinant cKit by FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140657";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL247792";"";"0";"492.49";"0";"4.65";"29";"O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCc2cnc[nH]2)c1";"IC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"15.51";"0.29";"2.99";"6.75";"0";"CHEMBL922915";"Inhibition of human recombinant cKit by FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140657";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL246424";"";"0";"413.38";"0";"3.70";"19";"CNc1nccc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)n1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"20.62";"0.39";"4.82";"8.75";"0";"CHEMBL922915";"Inhibition of human recombinant cKit by FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140657";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL1614710";"OSI-930";"1";"443.45";"1";"6.06";"18, OSI-930";"O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"18.04";"0.35";"1.94";"12.65";"0";"CHEMBL2186463";"Inhibition of c-Kit";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2177017";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL590109";"";"0";"425.52";"0";"4.40";"31a";"NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1073292";"Inhibition of c-kit";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153138";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None";""
"CHEMBL212762";"";"0";"566.65";"2";"5.80";"27";"CN1CCN(Cc2ccc3c(c2)Cc2c(-c4ccc(CNC(=O)Nc5ccc(C(F)(F)F)cc5)s4)n[nH]c2-3)CC1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"13.92";"0.27";"2.09";"10.34";"0";"CHEMBL869849";"Inhibition of cKit at 1 mM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146863";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL211464";"";"0";"591.58";"2";"5.88";"55";"CN1CCN(Cc2ccc3c(c2)-c2n[nH]c(-c4ccc(CN(C)C(=O)Nc5ccc(Br)cc5)s4)c2C3)CC1";"IC50";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"13.13";"0.28";"1.89";"11.51";"0";"CHEMBL869849";"Inhibition of cKit at 1 mM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146863";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL3114023";"";"0";"372.48";"0";"4.80";"7f";"Cc1cc(C)cc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)c1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"19.86";"0.36";"2.60";"12.57";"0";"CHEMBL3116992";"Inhibition of c-KIT tyrosine kinase (unknown origin) after 30 mins by HTRF method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112549";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL445636";"";"0";"543.67";"1";"4.36";"84";"COc1cc2c(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)ncnc2cc1OCCCN1CCC(C)CC1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"15.45";"0.29";"4.04";"7.86";"0";"CHEMBL766073";"Inhibition of chimeric PDGF receptor with c-kit cytoplasmic domain phosphorylation in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135998";"1";"Scientific Literature";"J. Med. Chem.";"2002";"CHEMBL3308072";""
"CHEMBL510516";"";"0";"562.68";"2";"7.16";"2b";"CCC(=O)Nc1ccc2ncnc(Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4cccc(C)c4)cc3)c2c1";"IC50";"'='";"155.0";"nM";"6.81";"";"";"UO_0000065";"12.10";"0.22";"-0.35";"5.41";"0";"CHEMBL2406228";"Inhibition of cKIT V559D/T670I double mutant (unknown origin)-mediated phosphorylation of biotinylated poly-Glu-Tyr preincubated for 30 to 60 mins prior to substrate addition by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,T670I";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2401695";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL1171837";"PONATINIB";"4";"532.57";"1";"4.46";"ponatinib";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12";"IC50";"'='";"1.7";"nM";"8.77";"";"";"UO_0000065";"16.47";"0.31";"4.31";"13.33";"1";"CHEMBL2406230";"Inhibition of wild-type cKIT (unknown origin)-mediated phosphorylation of biotinylated poly-Glu-Tyr preincubated for 30 to 60 mins prior to substrate addition by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2401695";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL273198";"";"0";"354.41";"0";"4.33";"21b";"CCc1ccc(-c2c(-c3cnc(C)[nH]3)c(=O)[nH]c3ccc(C#N)cc23)cc1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"19.10";"0.34";"2.44";"7.93";"0";"CHEMBL951200";"Inhibition of KIT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141632";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL388978";"STAUROSPORINE";"0";"466.54";"0";"4.35";"Staurosporine";"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'='";"65.19";"nM";"7.19";"";"";"UO_0000065";"15.40";"0.28";"2.84";"10.35";"0";"CHEMBL1921570";"Inhibition of cKIT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914457";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL3931573";"";"0";"569.58";"2";"5.19";"BDBM239042";"C[N+]1([O-])CCN(c2ccc(C(=O)Nc3n[nH]c4cc(OCCOCc5ccc(C(F)(F)F)cc5)ccc34)cc2)CC1";"IC50";"'='";"55.0";"nM";"7.26";"";"417215";"UO_0000065";"12.75";"0.24";"2.07";"7.08";"0";"CHEMBL3888813";"Biochemical Assay: The assay has been performed using KIT cytoplasmic domain product and purified in house as GST fused protein. The KIT protein (4.5 microM) was pre activated with 300 microM ATP for 1 hour at 28*C in order to obtain a linear kinetic. Kinase buffer was composed of 50 mM HEPES pH 7.9 containing 5 mM MgCl2, 1 mM MnCl2, 10 mM DTT, 3 microM Na3VO4, and 0.2 mg/mL BSA. The KIT kinase assay was run with a final pre activated enzyme concentration of 4 nM, in the presence of 4.4 microM ATP (residual ATP from KIT pre activation step is negligible), 3.9 nM 33P-γ-ATP and 2.5 microM of substrate BioDB n*138 (Aminoacidic sequence: KWEEINGNNYVYIDPTQLPYDHKWEFPRNR- SEQ ID NO: 2).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886843";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL4114085";"";"0";"391.41";"0";"4.08";"BDBM194014";"Cc1ccn2c(C(=O)Nc3cc(-c4noc([C@@H]5C[C@H]5F)n4)ccc3C)cnc2c1";"IC50";"'='";"85.0";"nM";"7.07";"";"346337";"UO_0000065";"18.06";"0.33";"2.99";"8.29";"0";"CHEMBL3887627";"Cell Proliferation Assay: The compounds was tested for inhibition of SCF dependent proliferation using human Mo7e cells which endogenously express c-kit in a 384 well format. Three-fold serially diluted test compounds (Cmax=10 mM) were evaluated for their antiproliferative activity of Mo7e cells stimulated with human recombinant SCF. After 48 hours of incubation at 37° C., cell viability was measured by adding 25 uL of CellTiter Glo (Promega) to the cells and the luminescence was measured by a CLIPR CCD camera (Molecular Devices).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Mo7e";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886388";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL2403878";"";"0";"502.84";"2";"6.60";"6a";"O=C(Nc1ccc(Nc2ncnc3ccc([N+](=O)[O-])cc23)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1";"IC50";"'='";"4.5";"nM";"8.35";"";"";"UO_0000065";"16.60";"0.33";"1.75";"6.84";"0";"CHEMBL2406230";"Inhibition of wild-type cKIT (unknown origin)-mediated phosphorylation of biotinylated poly-Glu-Tyr preincubated for 30 to 60 mins prior to substrate addition by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2401695";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL2403874";"";"0";"522.57";"2";"6.41";"4a";"CC(C)(C)c1cc(NC(=O)Nc2cccc(Nc3ncnc4ccccc34)c2)n(-c2cccc([N+](=O)[O-])c2)n1";"IC50";"'='";"29.2";"nM";"7.54";"";"";"UO_0000065";"14.42";"0.26";"1.12";"5.39";"0";"CHEMBL2406230";"Inhibition of wild-type cKIT (unknown origin)-mediated phosphorylation of biotinylated poly-Glu-Tyr preincubated for 30 to 60 mins prior to substrate addition by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2401695";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL2403817";"";"0";"729.85";"2";"9.44";"3e";"CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccc(N)cc34)cc2)n(-c2cccc(NC(=O)OCC3c4ccccc4-c4ccccc43)c2)n1";"IC50";"'='";"20.9";"nM";"7.68";"";"";"UO_0000065";"10.52";"0.19";"-1.76";"4.77";"0";"CHEMBL2406230";"Inhibition of wild-type cKIT (unknown origin)-mediated phosphorylation of biotinylated poly-Glu-Tyr preincubated for 30 to 60 mins prior to substrate addition by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2401695";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL390156";"";"0";"480.64";"0";"4.89";"8";"CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1";"IC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"15.78";"0.30";"2.70";"17.09";"0";"CHEMBL914198";"Inhibition of c-Kit";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147155";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL4530082";"";"0";"534.65";"2";"4.38";"10i";"CCc1cc(NC(=O)Nc2ccc(-c3cnc(Nc4nc(C)nc(N5CCN(CC)CC5)n4)s3)cc2)no1";"IC50";"'='";"86.0";"nM";"7.07";"";"";"UO_0000065";"13.22";"0.25";"2.69";"5.15";"0";"CHEMBL4386485";"Inhibition of recombinant human N-terminal 6x-His-tagged c-KIT (547 to 935 residues)/(694 to 753 residues deletion) expressed in baculovirus infected Sf9 insect cells assessed as decrease in poly (Glu,Tyr) 4:1 phosphorylation measured after 150 mins in presence of ATP by ADP-glo based luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4385613";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3308860";""
"CHEMBL941";"IMATINIB";"4";"493.62";"0";"4.59";"Imatinib";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'='";"769.0";"nM";"6.11";"";"";"UO_0000065";"12.39";"0.23";"1.52";"7.09";"0";"CHEMBL4386487";"Inhibition of unactivated recombinant human N-terminal 6x-His-tagged c-KIT (547 to 935 residues)/(694 to 753 residues deletion) expressed in baculovirus infected Sf9 insect cells assessed as decrease in poly (Glu,Tyr) 4:1 phosphorylation incubated for 30 mins followed by ATP addition and measured after 120 mins by Kinase Glo based luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4385613";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3308860";""
"CHEMBL415047";"";"0";"512.68";"2";"5.09";"24";"Cc1ccc(NC(=O)NCc2ccc(-c3n[nH]c4c3Cc3cc(CN5CCN(C)CC5)ccc3-4)s2)cc1";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"14.86";"0.28";"2.53";"9.99";"0";"CHEMBL869849";"Inhibition of cKit at 1 mM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146863";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL2443026";"";"0";"578.67";"1";"4.49";"38";"CN(C)c1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C4CCC5(CC4)OCCO5)CC3)no2)cc1";"IC50";"'>'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2443997";"Inhibition of KIT (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2439976";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"None";""
"CHEMBL260305";"";"0";"394.38";"1";"5.31";"54";"Cc1ccc(F)c(NC(=O)Nc2ccc(-c3ccc(F)c4onc(N)c34)cc2)c1";"IC50";"'='";"216.0";"nM";"6.67";"";"";"UO_0000065";"16.90";"0.31";"1.36";"7.15";"0";"CHEMBL949292";"Inhibition of KIT by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142358";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL411725";"";"0";"344.37";"0";"4.72";"23";"Nc1noc2cccc(-c3ccc(NC(=O)Nc4ccccc4)cc3)c12";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"22.49";"0.41";"3.02";"8.31";"0";"CHEMBL949292";"Inhibition of KIT by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142358";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL288441";"BOSUTINIB";"4";"530.46";"2";"5.19";"SKI-606";"COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"14.13";"0.28";"2.30";"9.04";"0";"CHEMBL1244578";"Inhibition of cKIT D816H mutant";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816H";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240341";"1";"Scientific Literature";"Leukemia";"2009";"None";""
"CHEMBL1421";"DASATINIB";"4";"488.02";"0";"3.31";"Dasatinib";"Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1";"IC50";"'='";"93.0";"nM";"7.03";"";"";"UO_0000065";"14.41";"0.29";"3.72";"6.60";"0";"CHEMBL1244576";"Inhibition of cKIT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240341";"1";"Scientific Literature";"Leukemia";"2009";"None";""
"CHEMBL1242977";"";"0";"479.46";"1";"5.95";"6a";"CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3cccc(C(F)(F)F)c3)cc2C)n1";"IC50";"'='";"1350.0";"nM";"5.87";"";"";"UO_0000065";"12.24";"0.23";"-0.08";"6.59";"0";"CHEMBL1247959";"Inhibition of c-Kit by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240487";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL1336";"SORAFENIB";"4";"464.83";"1";"5.55";"SID103904444";"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3371136";"Inhibition of KIT (unknown origin) using poly (Glu, Tyr) 4:1 substrate incubated for 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352345";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
